name,latitude,longitude,area,geo_id
"Wylam, Jefferson, AL",33.503208864,-86.922743445,1.39850292854186,55ed23500203c0209dcc51a3f2bd1d96
"Zion City, Jefferson, AL",33.585105,-86.724786611,0.428379598029105,f9f98f33fbae1937456f53850c802263
"Auburn University Club, Lee, AL",32.630464978,-85.508990357,0.87647813559658,8ddb15242eb8048534352baf0d798665
"Bent Creek, Lee, AL",32.60525955,-85.416596918,0.811903660014565,83ad6cbcbdbbd9ec577c276878348129
"Green Island Hills, Lee, AL",32.539462992,-85.012599716,3.21766156628648,55ac67aa576ee49c87ef5417d179d4aa
"Moore's Mill, Lee, AL",32.592060171,-85.445462097,0.525868112601427,95a5846ba618067c930c95cbc7e102db
"Chaffee, Madison, AL",34.65672545,-86.576190827,0.83630474734725,86bee507d4bc44866bd3e16eaa7f350a
"Covemont Estates, Madison, AL",34.71500315,-86.555952178,0.374341732954684,485ec27a38e4233cab3f8a64f66c5581
"Crestwood, Madison, AL",34.715603,-86.633562465,0.249567671666918,d0f18d9136e430a644ecdccce1ae8228
"Downtown Huntsville, Madison, AL",34.727579846,-86.577877568,2.94818075799098,d850bb47ef7ef0976b534dd123491601
"East Mastin Lake, Madison, AL",34.766108439,-86.578659733,0.41607851006683,250b0b3df33d1ee1ad7a918b4d011823
"Edgewater, Madison, AL",34.669519566,-86.729607739,0.287536999205209,b6cc8fa678c554384b1b135b67e33f69
"English Village, Madison, AL",34.6236745,-86.577962085,0.789274687220567,aa2e93d3d628c253a2dc0edcb0a9df89
"Farly Community, Madison, AL",34.6003071,-86.581161941,0.513666622416782,8d1186de132b785081508c014e4f7191
"Green Mountain, Madison, AL",34.605145782,-86.519499705,5.84806762157567,22055ad8c4abfb84d76e0cf1f17ef19b
"Greenwycke Village, Madison, AL",34.705143827,-86.547461207,0.926428265085322,770b4742f36aec28527b7ed3203de55f
"Hampton Cove, Madison, AL",34.674755687,-86.454763985,2.70590293748135,bb778fc7c25f9a2b53954003e726c22d
"Lake Forest, Madison, AL",34.64234435,-86.731044278,0.846700105180762,4d69ebbd9e020b274958c535eeb8bf9c
"Lowe Mill, Madison, AL",34.7187815,-86.600512407,0.850515764066592,aa5de4ef95c8275c6f061909aa8fecb7
"McMullen Cove, Madison, AL",34.705370631,-86.436723935,3.42799302759324,7511162f67d5066235a6a7ef57fad584
"Medical District, Madison, AL",34.71554215,-86.578062178,0.740949772325299,68dccebdcfca1b91231519a5ccd0502e
"Merrimack, Madison, AL",34.705397157,-86.606388841,1.2338436441367,38a729783784af9705f3908890b4fa31
"Monte Sano, Madison, AL",34.73125355,-86.5330809,8.37296070512605,186bc1853548f48a790385a82ff6af69
"Mt. Carmel by the River, Madison, AL",34.801328741,-86.482504927,1.02609586884538,dab87fe0d5b077341dd3114868f76252
"Nature's Cove, Madison, AL",34.671197976,-86.478324953,0.192377620141133,72635b235f2c44415660ee9ea53a0390
"Northeast Huntsville, Madison, AL",34.7538198,-86.556646518,3.74260695076042,81418c52b314b1d0bd023e290cddb67b
"River Landing, Madison, AL",34.612482567,-86.744561315,0.808196565324255,a2c7f478c7f1b66544690562c23c8378
"Sanctuary Cove, Madison, AL",34.625745751,-86.493022783,0.343870353157921,f52fafeecf38e3b148edb80354f451ed
"Sherwood Park, Madison, AL",34.719851545,-86.664062909,0.480529693076934,aabcda1dd0ed7b00bf61a3e05b5da505
"The Reserve, Madison, AL",34.660762962,-86.725795679,0.523129372234212,9d6c269af43bf0f60b88a1ec97a5650f
"Triana Village, Madison, AL",34.693764425,-86.615219218,0.316792853575284,7b885d1561bb8234a87a216476dc617a
"University Park, Madison, AL",34.7251655,-86.635823088,1.13390262061101,6e0b7ba5d8d0427d0c386e1659aca89a
"West Huntsville, Madison, AL",34.7158275,-86.614455825,0.336140762431413,39a1dea9d0677beafde2304bf50a9d94
"Westlawn, Madison, AL",34.716422785,-86.623633133,0.188311757525375,fc536d0c9ea3c0bbb8fb7691c0b7be1d
"Whitesburg Estates, Madison, AL",34.634010288,-86.575343185,0.52435712664208,5b55d57472de1efb82e58cc003f53b78
"Africatown, Mobile, AL",30.727964002,-88.058559019,0.828191890992313,7b8a4ad71938b16e13d0bc8e19fee22a
"Airmont, Mobile, AL",30.653839936,-88.131524121,1.58745655136784,5df42aba382587eeadad52a615e8cef7
"Alderbrook, Mobile, AL",30.641259,-88.282469144,1.56871290716146,7db649e182afe8c6c6595af9348909d7
"Alligator Bayou, Mobile, AL",30.557886786,-88.102775483,1.96926729437969,29e05661182f45955b543f34fb6dd927
"Argyle, Mobile, AL",30.508297828,-88.14675091,2.69837404126421,141842d75c20ca848eff00dc358d9c76
"Arlington, Mobile, AL",30.655616205,-88.069286386,0.349425237535035,9a8984b2d0eab6d7d2fde79bbc09c5b5
"Audubon, Mobile, AL",30.5656445,-88.143029501,2.56401494716804,f7fbb1b1747bb615dedab0ac9822cc8d
"Autumndale, Mobile, AL",30.7317265,-88.127708687,1.51411072651566,61d3298958f54cfe880171bac4c1e9c4
"Azalea, Mobile, AL",30.774762975,-88.284958965,1.62902578200053,0785946b7dc96c726a458ef3cf22b410
"Baker, Mobile, AL",30.664127348,-88.262630266,1.47768531276973,a6d4252170ad8050d919862f5718434e
"Baltimore, Mobile, AL",30.66705342,-88.065057956,0.591790593224675,5cac7bf3b50fbe701877aea5c264541d
"Bates, Mobile, AL",30.6923545,-88.250870164,4.7437698485629,8b7d6e6ba8027383fe292c0a9c4bb38c
"Bayside, Mobile, AL",30.543885019,-88.091574802,2.57252483548995,3f9a3baf32bf58e4b42acbb2f5396838
"Bayview, Mobile, AL",30.601658753,-88.068258954,1.14043426732085,dd8cfacd1540c43d0801f2ae5505db8b
"Beau Terra, Mobile, AL",30.7344785,-88.148723894,2.4746295661633,1e321fa6a2b71ff43fd55eae0084d1aa
"Bell Aire, Mobile, AL",30.5323625,-88.18110979,2.0491686685143,b9ebbd61084466885597836fa0fd384e
"Bellewood, Mobile, AL",30.714902535,-88.152970087,1.07059216248625,d76c60c0145b4d9277da1a570c99f5ab
"Bellfontaine, Mobile, AL",30.490541286,-88.113127196,1.9184283181898,f1cdc8e6394ce3e0d3ccc1b20582bd28
"Bellmont, Mobile, AL",30.537089678,-88.196754691,1.57514421673837,03ed424ab3d6d991e93d9923a18dd328
"Belmeade, Mobile, AL",30.581724,-88.233475316,0.78456342839516,ba69ecf4b889163f110aeb8bd121ef96
"Berkleigh, Mobile, AL",30.6697065,-88.180629018,1.26375852462082,f912f4617287989c3cb9097d1580a797
"Beverly, Mobile, AL",30.511654,-88.189152895,3.60143055555096,aea46d14927922f499185aad069e05aa
"Bienville, Mobile, AL",30.749578,-88.208439111,2.03595611847089,4cfdbe7dfd0b1d54869bf60d8e2dbb0d
"Big Creek, Mobile, AL",30.789783965,-88.268001461,1.37043383797951,bdd4fc2c10bc8ac847558d1e44e70bfc
"Blackstone, Mobile, AL",30.7404385,-88.242469698,2.46001103547545,9e0fb895799f779f4fe18288795b5f80
"Bolton, Mobile, AL",30.6685551,-88.137543121,1.09901648511347,5ce4ce30496fc67449246c53cbdaadc2
"Brookley Industrial Park, Mobile, AL",30.63222181,-88.069764154,3.1601261917297,d9204b5bf74a9267de9c9f536300682f
"Brookwood, Mobile, AL",30.669123593,-88.116533819,1.10078797568358,acba98f15912268e707a256159afe5b2
"Camelia, Mobile, AL",30.7522795,-88.284972486,1.32536659340578,d863ac8073010e4664d5ce9c4d41900f
"Canterbury, Mobile, AL",30.6155485,-88.175887099,1.78379079321019,0705fe3378e96f70fd61a553421f39cd
"Carlen, Mobile, AL",30.67690675,-88.09459893,1.14544286523842,02ba9be02087ef28478239636c128b4b
"Carver, Mobile, AL",30.70588745,-88.089642155,0.925619357939202,f6990e5e280938e80f2de055112d6bed
"Cedar Grove, Mobile, AL",30.55035,-88.226302772,1.92524389220615,a13e692c8bca72cbd0ecc4a9615173a1
"Central Business District, Mobile, AL",30.691636787,-88.047655473,0.946957836577306,022adf50da36a5d78f0b2131c1cf0d01
"Churchill, Mobile, AL",30.576467,-88.249949899,1.70419367234161,d31a46263b436d15cfa0ff60f6138a69
"Claremont, Mobile, AL",30.6505075,-88.183207945,1.06628857592901,9cf9dfc4dc2900966af3a7fb5cfd9640
"Cody, Mobile, AL",30.71929909,-88.199310247,1.22142750519567,4712ab74b62559b51861ff0fc3584624
"College Park, Mobile, AL",30.698532642,-88.134256468,1.94905865403852,07a309a13b40ad5afdcd8caf14ba745d
"Colonial Heights, Mobile, AL",30.728461814,-88.181293621,1.82652276730877,aa395398544324851bb5218b6ac1146e
"Cottage Park, Mobile, AL",30.632165205,-88.263023459,2.38259704325214,149eb243117c4e80e306b88a67cc43dc
"Country Club, Mobile, AL",30.683186865,-88.159031896,1.11298897186965,889ae6071ee160794399346f7921924a
"Crestview, Mobile, AL",30.621372771,-88.147906002,1.64781919404458,c6e331042ee019731147d6bdbcaebcb4
"Crichton, Mobile, AL",30.70413953,-88.112883475,2.2820385254254,3edee724ee6efbf6e87c69636629d692
"Cypress Branch, Mobile, AL",30.55326,-88.276143616,2.45860750224314,159aa2a30132391931c1d960271428a6
"Cypress Shores, Mobile, AL",30.589969953,-88.132817612,2.43876234411293,68eab4ff5d71ad5db291ad4e0fe38af9
"D'Iberville, Mobile, AL",30.628599,-88.238326643,2.33997959080562,3f55e7fd210d96e8adbc9f35babb567f
"Dauphin Acres, Mobile, AL",30.682967709,-88.113942167,1.27180234984592,418c26a610f6998deb5ee09ed3f27412
"Dawes, Mobile, AL",30.603245172,-88.273232468,3.21256173431061,c4b9e3ec1ae188b107063c59166a7355
"Deer River, Mobile, AL",30.516621885,-88.109631212,3.13523830773039,4619534930c018dedcc1ff30d5055de4
"Devonshire, Mobile, AL",30.60241285,-88.199228993,1.77230089757595,b2ac63aeb70137bbfa00d32cb2136cc7
"Di Grado, Mobile, AL",30.62773455,-88.216219556,1.46998033694291,01dcc37abc067e2e96876c3c0630d3d1
"Driftwood, Mobile, AL",30.578727253,-88.079450836,0.954997903810546,45e16beb41cb5a25cba2141660f8e88b
"Edington, Mobile, AL",30.791085039,-88.183184538,2.11222413972127,ad9fdbd20db5b96f8f09d295af153cfb
"Fairview, Mobile, AL",30.725924,-88.23643807,1.28405448569565,d094b8ba969f27628e7a45061750ef5b
"Ferry, Mobile, AL",30.724576162,-88.216683782,1.9113071947855,fc98487092474df0e78a7a581af9b51c
"Fire Tower, Mobile, AL",30.7741465,-88.268059551,1.16156651809063,4bda3b98ccc646e27bbf9f4e69a4d73e
"Fisher, Mobile, AL",30.705220271,-88.066336598,0.76931593918362,fc1144a83afeb4d6c4a6e7c0b5f3943e
"Forest Highland, Mobile, AL",30.735008,-88.168753234,1.4539719602686,c80ab7e5670d95641c72534caffcfc9f
"Fowl River, Mobile, AL",30.5250415,-88.222727152,3.62857838069325,b2d15665de4cd7a9687157188c71c453
"Garland, Mobile, AL",30.757971386,-88.197295451,1.72977518721924,826a0e925104b44c66c3ec3604876843
"Georgia Avenue, Mobile, AL",30.68769,-88.060047302,0.319793842341813,fa1eedb08ace1ac450ceca6c1d1b52c2
"Glen Acres, Mobile, AL",30.709635,-88.2419998,2.70140137544792,1ef2429b6363f6dbff1cf0d031ba5767
"Goldmine, Mobile, AL",30.603474389,-88.249740346,2.1707058588785,98ec1d277aa6dd077ace44fc4fe4a56a
"Gorgas, Mobile, AL",30.711872519,-88.078781663,1.30055094685379,08c807d1c2e73bd0423f352b4037bbfb
"Greenmound, Mobile, AL",30.711639753,-88.101080545,0.541271531225073,551e647f59232e25c2c9dc90200564cd
"Greenwich Hills, Mobile, AL",30.656093,-88.151837804,0.736514792344522,ed0caa08631ba94aecc473d5e89743fe
"Grove Hill, Mobile, AL",30.5196065,-88.256048078,2.1993250017595,37c74cc40db85011b25dc2d1a172b7f1
"Hamilton, Mobile, AL",30.57991823,-88.271177323,2.45381773152315,21a478d55a325036c2abb8bfb79c91d2
"Hannon Park, Mobile, AL",30.6825858,-88.073842136,0.434557701954266,290801a89318a9d2f374c6b1e9f53611
"Happy Hill, Mobile, AL",30.721701843,-88.073037906,0.427905805987944,4750113a23589ef865ae8ea964b1eda0
"Highland, Mobile, AL",30.6886065,-88.216507658,0.513240282377245,9fb6157082db5e73788e03cddbcf3cac
"Hillsdale, Mobile, AL",30.6994025,-88.199190467,1.22067685716105,0f38116b775450b14efb6547b3232b92
"Hillview, Mobile, AL",30.569415743,-88.205211268,1.65784706273291,178fdca1140910fd7921675d71615d8a
"Huron, Mobile, AL",30.796075976,-88.228887128,1.91660567849838,984766a9787119272eabbd9f357924c4
"Irvington, Mobile, AL",30.50983755,-88.219851926,3.18674343404684,16f3c95e2082d3734d21cbb72b3163cf
"Jackson Creek, Mobile, AL",30.554321089,-88.255019235,1.74636869539152,8ed9c14fdf230fe1ef01315e2de9b7e9
"Jackson Heights, Mobile, AL",30.668845,-88.160708603,1.10660887280943,9c6573c396e07ec0162ba7b7e21eb2f5
"Jefferson, Mobile, AL",30.5643375,-88.229073783,1.86606924891632,44ca9bfdfff4cc2e96a0fdcbb820c624
"Kimberline, Mobile, AL",30.672375,-88.238136558,1.7806802349893,4656935e5c3685101cf316d45764f0ee
"Koolman, Mobile, AL",30.575036059,-88.161915803,2.76095331297408,6772c16a25338d26f3d1c5cc36466e1b
"Larkspur, Mobile, AL",30.581606219,-88.213549724,1.2215180175544,2a0ff8ce3a9da5264789e8e43ff69535
"Leinkauf, Mobile, AL",30.678115,-88.073517867,0.325083402984614,c6964c6b3c43678efe6d3881ee7a8136
"Llanfair, Mobile, AL",30.68221476,-88.137792326,0.857359294038658,94999e8b96e1c8e1ec45ab899a17d900
"Loma Vista, Mobile, AL",30.743752253,-88.148249869,0.989256477046679,41dd52ec77213d5b2b1efd676826db03
"Lott Road, Mobile, AL",30.805486512,-88.246905711,1.76546235586483,bc993a6472148363587eb3d019afed7c
"Lourdes, Mobile, AL",30.586441367,-88.093257138,2.7144426431703,bac3694b4dea20d7af94aa34e699afd0
"Lyons Park, Mobile, AL",30.693972225,-88.074445683,0.634181914375733,ee0b94a056d134dc7d761687a7582bb7
"Malibar Heights, Mobile, AL",30.65423565,-88.1702798,1.13564278835993,dc22e99d217953729887f0aef039e49c
"Marine Street, Mobile, AL",30.667234,-88.057503662,0.149655525177666,8571955971aecbf30aafbf83ebb0f3b1
"Maryvale, Mobile, AL",30.65210055,-88.081818857,1.14793982577282,e8df9971441fb5913aff34e3c353c151
"Maysville, Mobile, AL",30.6684725,-88.076361719,0.671618846054901,59a0dc1dd8d820a39b462a28d77e9e1a
"McCrary, Mobile, AL",30.813727641,-88.265848844,1.3791720294665,5d64528681c510cf3f9a5960f53d6f6e
"McVoy, Mobile, AL",30.607034128,-88.087799288,0.975443839421326,13b2260fa05bbe36fe09425364cb90ea
